datetime,open,high,low,close,volume
2026-04-10 05:02:00,72091.3000,72091.3000,72069.1600,72069.1600,8.9722
2026-04-10 05:03:00,72069.1600,72088.6700,72069.1600,72083.4600,6.7902
2026-04-10 05:04:00,72083.4600,72130.0500,72044.5600,72127.7700,14.4618
2026-04-10 05:05:00,72130.0500,72171.7900,72118.3700,72120.0000,10.1620
2026-04-10 05:06:00,72118.3600,72146.9600,72118.3600,72139.3700,13.6594
2026-04-10 05:07:00,72139.3800,72139.3800,72098.9000,72098.9000,8.0494
2026-04-10 05:08:00,72098.8900,72098.9000,72043.0900,72062.8700,22.9194
2026-04-10 05:09:00,72062.8700,72062.8800,72042.5900,72052.9900,8.5744
2026-04-10 05:10:00,72052.9900,72062.7100,72012.0500,72020.1900,15.7062
2026-04-10 05:11:00,72020.0100,72020.0100,72010.4000,72013.0300,12.3318
2026-04-10 05:12:00,72013.0300,72031.7100,72013.0300,72031.7000,36.9096
2026-04-10 05:13:00,72031.7100,72044.4000,72031.7000,72043.7400,7.8174
2026-04-10 05:14:00,72043.7500,72060.0500,72028.7800,72060.0400,24.2900
2026-04-10 05:15:00,72060.0400,72060.0500,72034.9100,72034.9200,6.7140
2026-04-10 05:16:00,72034.9200,72049.5100,72018.0100,72049.5000,17.4612
2026-04-10 05:17:00,72049.5100,72049.5100,72023.2000,72042.7200,10.8574
2026-04-10 05:18:00,72042.7300,72042.7300,72023.2000,72023.2000,14.0460
2026-04-10 05:19:00,72023.2000,72074.0000,72023.2000,72074.0000,22.6214
2026-04-10 05:20:00,72073.9900,72182.3400,72073.9900,72157.2700,37.4874
2026-04-10 05:21:00,72157.2600,72171.4500,72155.1800,72168.1500,13.9364
2026-04-10 05:22:00,72168.1600,72168.1600,72125.1500,72130.8000,17.5790
2026-04-10 05:23:00,72130.8000,72179.0000,72130.7900,72173.7100,10.3774
2026-04-10 05:24:00,72173.7200,72222.5300,72173.7100,72222.5300,20.7052
2026-04-10 05:25:00,72222.5300,72267.3400,72222.5300,72264.5200,40.1598
2026-04-10 05:26:00,72264.5100,72267.8900,72242.9600,72242.9600,10.9434
2026-04-10 05:27:00,72242.9500,72250.0000,72238.1000,72240.5000,12.8904
